Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7iXF2W9vKmDoGAhlHdpyIa,"6DPYiyq5kWVQS4RGwxzPC7,7dGJo4pcD2V6oG8kP0tJRR","Forgot About Dre","2001","Dr. Dre,Eminem",1999-11-16,222293,81,spotify:user:bill9119,2024-01-06T11:59:09Z,"g funk,gangster rap,hip hop,rap,west coast rap,detroit hip hop",0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,4
3spdoTYpuCpmq19tuD0bOe,"1Mxqyy3pSjf8kZZL4QVxS0","My Way","My Way (Expanded Edition)","Frank Sinatra",1969-03,276800,76,spotify:user:bill9119,2024-01-06T11:59:09Z,"adult standards,easy listening,lounge",0.401,0.381,2,-7.458,1,0.0274,0.7,0,0.122,0.229,75.454,4
1hZJcuz9iMoz6tLkFlIaUy,"2aS6jYh7ysTL1ZUsHneNgM","Take My Breath Away","Take My Breath Away","Berlin",2007-01-01,264213,66,spotify:user:bill9119,2024-01-06T11:59:09Z,"new romantic,new wave pop,synthpop",0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,4
1QbOvACeYanja5pbnJbAmk,"7EK1bQADBoqbYXnT4Cqv9w","Take Me Home, Country Roads","The John Denver Collection, Vol 1: Take Me Home Country Roads","John Denver",1997-06-17,197813,77,spotify:user:bill9119,2024-01-06T11:59:09Z,"classic country pop,folk,folk rock,mellow gold,singer-songwriter,soft rock",0.38,0.43,9,-12.564,1,0.0288,0.546,0.0000171,0.188,0.547,82.204,4
0oUBuOO4g9P4lREqfqR5nq,"17XXKfRBMCWvLrqGoNkJXm","A Man Without Love","A Man Without Love","Engelbert Humperdinck",1968-08-03,203133,72,spotify:user:bill9119,2024-01-06T11:59:09Z,"adult standards,easy listening",0.538,0.467,2,-9.589,1,0.0327,0.637,0,0.115,0.507,111.766,4
7723JnKU2R15Iv4T7OJrly,"0lwRI7lvmlRY5DiA5Xa6wQ","Funky Town","Paradas Continuas","Lipps Inc.",2009-10-20,239253,0,spotify:user:bill9119,2024-01-06T11:59:09Z,"disco,minneapolis sound,synthpop",0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,4
62LJFaYihsdVrrkgUOJC05,"5a2EaR3hamoenG9rDuVn8j","Kiss","Parade - Music from the Motion Picture Under the Cherry Moon","Prince",1986-03-31,226240,77,spotify:user:bill9119,2024-01-06T11:59:09Z,"funk,funk rock,minneapolis sound,rock,synth funk",0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,4
6mYrhCAGWzTdF8QnKuchXM,"72OaDtakiy6yFqkt4TsiFt","If I Could Turn Back Time","Heart Of Stone","Cher",1989-01-01,239826,76,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,pop",0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,4
3L7RtEcu1Hw3OXrpnthngx,"1aX2dmV8XoHYCOQRxjPESG","Don't You Want Me","Dare!","The Human League",1981,236920,81,spotify:user:bill9119,2024-01-06T11:59:09Z,"new romantic,new wave,new wave pop,permanent wave,sophisti-pop,synthpop",0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,4
2vEQ9zBiwbAVXzS2SOxodY,"0kObWap02DEg9EAJ3PBxzf","Nothing's Gonna Stop Us Now","No Protection","Starship",1987,270333,0,spotify:user:bill9119,2024-01-06T11:59:09Z,"album rock,classic rock,mellow gold,new romantic,new wave pop,soft rock,synthpop",0.643,0.801,6,-4.921,1,0.0228,0.0298,0,0.0719,0.534,95.988,4
4E5P1XyAFtrjpiIxkydly4,"5tKXB9uuebKE34yowVaU3C","Replay","Replay","Iyaz",2009-08-18,182306,80,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,pop rap,post-teen pop",0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4
2gam98EZKrF9XuOkU13ApN,"2jw70GZXlAI8QzWeY2bgRc,5Y5TRrQiqgUO4S36tzjIRZ","Promiscuous","Loose","Nelly Furtado,Timbaland",2006-01-01,242293,87,spotify:user:bill9119,2024-01-06T11:59:09Z,"canadian latin,canadian pop,dance pop,pop,pop rap",0.808,0.97,10,-6.098,0,0.0506,0.0569,0.0000613,0.154,0.868,114.328,4
7lQ8MOhq6IN2w8EYcFNSUk,"7dGJo4pcD2V6oG8kP0tJRR","Without Me","The Eminem Show","Eminem",2002-05-26,290320,91,spotify:user:bill9119,2024-01-06T11:59:09Z,"detroit hip hop,hip hop,rap",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4
0CXVjQI9wsqaGeIARkkpYc,"0z4gvV4rjIZ9wHck67ucSV,7hJcb9fa4alzcOq3EaNPoG","I Wanna Love You","Konvicted","Akon,Snoop Dogg",2006-01-01,247066,77,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,g funk,gangster rap,hip hop,pop rap,rap,west coast rap",0.866,0.454,0,-9.383,1,0.0414,0.0373,0.00000149,0.275,0.368,99.985,4
2bLqfJjuC5syrsgDsZfGmn,"5Y5TRrQiqgUO4S36tzjIRZ,63wjoROpeh5f11Qm93UiJ1,4TLCPR1sMYoNU1jA7O4uww","The Way I Are","Shock Value","Timbaland,Keri Hilson,D.O.E.",2007-01-01,179120,86,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,pop,pop rap,hip pop,r&b,urban contemporary",0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4
127uq83uGFapbddqiMUKky,"1Cs0zKBU1kc0i8ypK3B9ai,0z4gvV4rjIZ9wHck67ucSV","Sexy Bitch (feat. Akon)","One More Love","David Guetta,Akon",2010-11-22,195853,65,spotify:user:bill9119,2024-01-06T11:59:09Z,"big room,dance pop,edm,pop,pop dance",0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,4
4kLLWz7srcuLKA7Et40PQR,"1yxSLGMDHlW21z4YXirZDS","I Gotta Feeling","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","Black Eyed Peas",2009-01-01,289133,85,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,pop,pop rap",0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,4
2CvOqDpQIMw69cCzWqr5yr,"6vWDO969PvNqNYHIOW5v0m","Halo","I AM...SASHA FIERCE - Platinum Edition","Beyoncé",2008,261160,78,spotify:user:bill9119,2024-01-06T11:59:09Z,"pop,r&b",0.422,0.712,11,-5.907,0,0.1,0.273,0,0.051,0.471,78.454,4
003vvx7Niy0yvhvHt4a68B,"0C0XlULifJtAgn6ZNCW2eu","Mr. Brightside","Hot Fuss","The Killers",2004,222973,90,spotify:user:bill9119,2024-01-06T11:59:09Z,"alternative rock,dance rock,modern rock,permanent wave,rock",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
3DamFFqW32WihKkTVlwTYQ,"07QEuhtrNmmZ0zEcqE9SF6","Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,81,spotify:user:bill9119,2024-01-06T11:59:09Z,"indietronica,pop",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
14iN3o8ptQ8cFVZTEmyQRV,"6jJ0s89eD6GaHleKKya26X","I Kissed A Girl","One Of The Boys","Katy Perry",2008-06-17,179640,78,spotify:user:bill9119,2024-01-06T11:59:09Z,"pop",0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,4
7xYnUQigPoIDAMPVK79NEq,"7bXgB6jMjp9ATFy66eO08Z,6Uh8uJyN9g7oFjDK16nJgb","Run It! (feat. Juelz Santana)","Chris Brown (Expanded Edition)","Chris Brown,Juelz Santana",2005,229866,77,spotify:user:bill9119,2024-01-06T11:59:09Z,"r&b,rap,gangster rap,harlem hip hop,hip pop,nyc rap,pop rap,trap",0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,4
3kZoay4ANo86ehb6s4RwS9,"6vdMPayKk8YJxxeNP5oMCb,53B8dEQzmtefvkdCAkO0YR","Ridin'","The Sound of Revenge","Chamillionaire,Krayzie Bone",2005-01-01,303053,72,spotify:user:bill9119,2024-01-06T11:59:09Z,"dirty south rap,southern hip hop,gangster rap,ohio hip hop",0.787,0.799,8,-4.68,0,0.0993,0.189,0,0.3,0.835,143.052,4
5iNRPN7oYQvdB9AmeSW6d3,"6PXS4YHDkKvl1wkIl4V8DL","Trap Queen","Fetty Wap (Deluxe)","Fetty Wap",2015-09-25,222093,70,spotify:user:bill9119,2024-01-06T11:59:09Z,"new jersey rap,pop rap,rap,southern hip hop,trap",0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,4
2vXKRlJBXyOcvZYTdNeckS,"3hteYQFiMFbJY7wS0xDymP,1Xyo4u8uXC1ZmMpatF05PJ","Lost in the Fire (feat. The Weeknd)","Hyperion","Gesaffelstein,The Weeknd",2019-03-08,202093,85,spotify:user:bill9119,2024-01-06T11:59:09Z,"dark clubbing,canadian contemporary r&b,canadian pop,pop",0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,4
0cQVqPuHQP4KEwc7ZUQmj6,"77SW9BnxLY8rJ0RciFqkHh","Sweater Weather","I Love You.","The Neighbourhood",2013-04-19,240426,71,spotify:user:bill9119,2024-01-06T11:59:09Z,"modern alternative rock,modern rock,pop",0.613,0.808,10,-2.851,1,0.0346,0.0426,0.0159,0.102,0.38,124.037,4
7yq4Qj7cqayVTp3FF9CWbm,"10exVja0key0uqUkk6LJRT","Riptide","Dream Your Life Away","Vance Joy",2014-09-08,204280,90,spotify:user:bill9119,2024-01-06T11:59:09Z,"folk-pop,modern rock",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
40YcuQysJ0KlGQTeGUosTC,"02kJSzxNuaWGqwubyUba0Z,64M6ah0SkkRsnPGtGiRAbb","Me, Myself & I","When It's Dark Out","G-Eazy,Bebe Rexha",2015-12-04,251466,79,spotify:user:bill9119,2024-01-06T11:59:09Z,"indie pop rap,oakland hip hop,pop rap,rap,dance pop,pop",0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,4
3JvKfv6T31zO0ini8iNItO,"2txHhyCwHjUEpJjWrEyqyX","Another Love","Long Way Down (Deluxe)","Tom Odell",2013-06-24,244360,91,spotify:user:bill9119,2024-01-06T11:59:09Z,"chill pop",0.445,0.537,4,-8.532,0,0.04,0.695,0.0000165,0.0944,0.131,122.769,4
3bidbhpOYeV4knp8AIu8Xn,"5BcAKTbp20cv7tC5VqPFoC,3JhNCzhSMTxs9WLGJJxWOY,4myTppRgh0rojLxx8RycOp,4e0nWw2r4BoQSKPQ2zpU13","Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Ray Dalton",2012-10-09,258342,83,spotify:user:bill9119,2024-01-06T11:59:09Z,"pop rap,seattle hip hop,pop dance",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
7dt6x5M1jzdTEt8oCbisTK,"246dkjvS1zLTtiykXe5h60","Better Now","beerbongs & bentleys","Post Malone",2018-04-27,231266,83,spotify:user:bill9119,2024-01-06T11:59:09Z,"dfw rap,melodic rap,pop,rap",0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,4
0RiRZpuVRbi7oqRdSMwhQY,"246dkjvS1zLTtiykXe5h60,1zNqQNIdeOUZHb8zbZRFMX","Sunflower - Spider-Man: Into the Spider-Verse","Hollywood's Bleeding","Post Malone,Swae Lee",2019-09-06,157560,88,spotify:user:bill9119,2024-01-06T11:59:09Z,"dfw rap,melodic rap,pop,rap,trap",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,4
1fidCEsYlaVE3pHwKCvpFZ,"0awl5piYwO0CDTHEkCjUhn","Am I Wrong","Black Star Elephant","Nico & Vinz",2014,245866,80,spotify:user:bill9119,2024-01-06T11:59:09Z,"afrobeats",0.729,0.675,8,-6.003,1,0.0312,0.175,0.00000158,0.55,0.779,119.968,4
7MmG8p0F9N3C4AXdK6o6Eb,"7CajNmpbOovFoOoasH2HaY,0X2BH1fck6amBIoJhDVmmJ","Outside (feat. Ellie Goulding)","Motion","Calvin Harris,Ellie Goulding",2014-10-31,227266,86,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,indietronica,metropopolis,uk pop",0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,4
6VObnIkLVruX4UVyxWhlqm,"4dpARuHxo51G3z768sgnrY","Skyfall","Skyfall","Adele",2012-10-04,286480,89,spotify:user:bill9119,2024-01-06T11:59:09Z,"british soul,pop,pop soul,uk pop",0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,4
6O20JhBJPePEkBdrB5sqRx,"5pKCCKE2ajJHZ9KAiaK11H","Diamonds","Unapologetic (Deluxe)","Rihanna",2012-12-11,225146,80,spotify:user:bill9119,2024-01-06T11:59:09Z,"barbadian pop,pop,urban contemporary",0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,4
3bC1ahPIYt1btJzSSEyyrF,"0jnsk9HBra6NMjO2oANoPY","Whistle","Wild Ones","Flo Rida",2012-06-22,224653,81,spotify:user:bill9119,2024-01-06T11:59:09Z,"dance pop,miami hip hop,pop,pop rap",0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,4
5NORWMFC27ywGSZxi8uquP,"16oZKvXb6WkQlVAjwo2Wbg","Ophelia","Cleopatra","The Lumineers",2016-04-08,160097,83,spotify:user:bill9119,2024-01-06T11:59:09Z,"folk-pop,modern rock,stomp and holler",0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4
3di5hcvxxciiqwMH1jarhY,"4dpARuHxo51G3z768sgnrY","Set Fire to the Rain","21","Adele",2011-01-24,242973,87,spotify:user:bill9119,2024-01-06T11:59:09Z,"british soul,pop,pop soul,uk pop",0.603,0.67,2,-3.882,0,0.0249,0.00408,0.00000168,0.112,0.446,107.993,4
3dYD57lRAUcMHufyqn9GcI,"2FXC3k01G6Gw61bmprjgqS","Take Me To Church","Hozier","Hozier",2014-07-20,241688,86,spotify:user:bill9119,2024-01-06T11:59:09Z,"irish singer-songwriter,modern rock,pov: indie",0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
0u2P5u6lvoDfwTYjAADbn4,"6qqNVTkY8uBg9cP3Jd7DAH,6LuN9FCkKOj5PcnpouEgny","lovely (with Khalid)","lovely (with Khalid)","Billie Eilish,Khalid",2018-04-19,200185,91,spotify:user:bill9119,2024-01-06T11:59:09Z,"art pop,pop,pop r&b",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
7JrUo70YjhU4S7flcJtK0k,"2DaxqgrOhkeH0fpeiQq2f4","Wonderwall","[What's The Story] Morning Glory","Oasis",1995-10-02,258906,0,spotify:user:bill9119,2024-01-06T11:59:09Z,"beatlesque,britpop,madchester,permanent wave,rock",0.412,0.849,2,-5.625,1,0.0361,0.00212,0,0.13,0.486,174.428,4
3Ud6fFep5ZlXzRWw6Sm8no,"0WwSkZ7LtFUFjGjMZBMt6T","Walk Of Life","Brothers In Arms","Dire Straits",1985-05-13,249960,1,spotify:user:bill9119,2024-01-06T11:59:09Z,"album rock,classic rock,mellow gold,rock",0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427,4
0jWgAnTrNZmOGmqgvHhZEm,"0Je74SitssvJg1w4Ra2EK7","What's Up?","Bigger, Better, Faster, More !","4 Non Blondes",1992-01-01,295533,83,spotify:user:bill9119,2024-01-06T11:59:09Z,"new wave pop,pop rock",0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.355,4
4bEb3KE4mSKlTFjtWJQBqO,"08GQAI4eElDnROBrJRGE0X","Don't Stop - 2004 Remaster","Rumours","Fleetwood Mac",1977-02-04,193346,78,spotify:user:bill9119,2024-01-06T11:59:10Z,"album rock,classic rock,rock,soft rock,yacht rock",0.671,0.71,9,-7.724,1,0.0356,0.0393,0.0000112,0.0387,0.834,118.745,4
08zAFXhfyIxq9359NHksdP,"21dooacK2WGBB5amYvKyfM,3CbYyyd8wH3RT6t0jwpdzC,6icQOAFXDZKsumw3YXyusw,4DdkRBBYG6Yk9Ka8tdJ9BW","Do Not Disturb (feat. Lil Yachty & Offset)","Bless Yo Trap","Smokepurpp,Murda Beatz,Lil Yachty,Offset",2018-04-13,157557,0,spotify:user:bill9119,2024-01-06T11:59:10Z,"melodic rap,miami hip hop,trap,underground hip hop,canadian hip hop,canadian trap,atl hip hop,rap,hip hop,pop rap",0.879,0.647,10,-4.566,0,0.0659,0.203,0.00185,0.335,0.212,131.026,4
7wBJfHzpfI3032CSD7CE2m,"0Y5tJX1MQlPlqiwlOH1tJY","STARGAZING","ASTROWORLD","Travis Scott",2018-08-03,270714,79,spotify:user:bill9119,2024-01-06T11:59:10Z,"hip hop,rap,slap house",0.487,0.789,8,-3.69,1,0.044,0.00947,0.00000405,0.189,0.0564,150.007,4
3ssX20QT5c3nA9wk78V1LQ,"1ZwdS5xdxEREPySFridCfh","Ambitionz Az A Ridah","All Eyez On Me","2Pac",1996-02-13,278386,0,spotify:user:bill9119,2024-01-06T11:59:10Z,"g funk,gangster rap,hip hop,rap,west coast rap",0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,4
21yRtB6B8EMounImAfHRCP,"4V8LLVI7PbaPR0K2TGSxFF,13ubrt8QOOCPljQ2FL1Kca","Who Dat Boy (feat. A$AP Rocky)","Flower Boy","Tyler, The Creator,A$AP Rocky",2017-07-21,205093,68,spotify:user:bill9119,2024-01-06T11:59:10Z,"hip hop,rap,east coast hip hop,trap",0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,4
2zxEc1GCSCxbHIXTfhraRC,"6Ip8FS7vWT1uKkJSweANQK,2SrSdSvpminqmStGELCSNd","Clash (feat. Stormzy)","We're All Alone In This Together","Dave,Stormzy",2021-07-22,251733,71,spotify:user:bill9119,2024-01-06T11:59:10Z,"uk hip hop,grime",0.871,0.519,2,-6.549,1,0.258,0.313,0.00000814,0.0869,0.532,140.013,4
5BJMeoCXXgbRAWfp6fTulr,"0ErzCpIMyLcjPiwT4elrtZ,3Fl1V19tmjt57oBdxXKAjJ","Shotta Flow (feat. Blueface) [Remix]","Cottonwood","NLE Choppa,Blueface",2019-12-23,176631,64,spotify:user:bill9119,2024-01-06T11:59:10Z,"memphis hip hop,rap,cali rap",0.894,0.511,2,-4.768,1,0.421,0.0251,0,0.14,0.567,120.077,4
5c3luoCub1Z1Gg74NdNtuq,"2HPaUgqeutzr3jx5a9WyDV","Belong to the City","PARTYNEXTDOOR TWO","PARTYNEXTDOOR",2014-07-29,98023,80,spotify:user:bill9119,2024-01-06T14:20:55Z,"r&b,rap,urban contemporary",0.582,0.482,5,-9.813,0,0.0479,0.709,0.00138,0.129,0.193,88.198,4
2OSfEYKhlSsLx6vn4O75RK,"2iE18Oxc8YSumAU232n4rW","I Want You Back","Greatest Hits","The Jackson 5",1971-01-01,178493,62,spotify:user:bill9119,2024-01-06T14:20:55Z,"motown,soul",0.667,0.669,8,-6.264,1,0.0326,0.441,0.0023,0.215,0.947,98.264,4
7caj6X6NMX3tlhWnu1du6V,"5Y9xEAGW4GwGJgbiI6W85P","We Belong Together","Ritchie Valens","Ritchie Valens",1959,116626,74,spotify:user:bill9119,2024-01-06T14:20:55Z,"rock-and-roll,rockabilly",0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,3
46MX86XQqYCZRvwPpeq4Gi,"4VmWYQQ5M9N9AiAx14v2yg","Lake Shore Drive","Lake Shore Drive","Aliotta Haynes Jeremiah",1972,235173,66,spotify:user:bill9119,2024-01-06T14:20:55Z,"classic rock",0.434,0.885,4,-7.367,1,0.0396,0.204,0,0.0811,0.843,93.999,4
1wHZx0LgzFHyeIZkUydNXq,"0Y5tJX1MQlPlqiwlOH1tJY","Antidote","Rodeo","Travis Scott",2015-09-04,262693,77,spotify:user:bill9119,2024-01-06T14:20:55Z,"hip hop,rap,slap house",0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,4
4ea9w8c4ROqiZpJVhfBA3m,"50co4Is1HCEo8bhOyUWKpn,0Y5tJX1MQlPlqiwlOH1tJY,2hlmm7s2ICUX0LVIhVFlZQ","Hot (Remix) [feat. Gunna and Travis Scott]","So Much Fun (Deluxe)","Young Thug,Travis Scott,Gunna",2019-12-20,279906,77,spotify:user:bill9119,2024-01-06T14:20:55Z,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap,hip hop,slap house",0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,4
4kbj5MwxO1bq9wjT5g9HaA,"6DIS6PRrLS3wbnZsf7vYic","Shut Up and Dance","TALKING IS HARD","WALK THE MOON",2014-12-02,199080,86,spotify:user:bill9119,2024-01-06T14:20:55Z,"dance rock,modern alternative rock,modern rock,neo mellow,pop rock",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
0pqnGHJpmpxLKifKRmU6WP,"53XhwfbYqKCa1cC15pYq2q","Believer","Evolve","Imagine Dragons",2017-06-23,204346,90,spotify:user:bill9119,2024-01-06T14:20:55Z,"modern rock,pop,rock",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4
1j4kHkkpqZRBwE0A4CN4Yv,"5ZsFI1h6hIdQRw2ti0hz81,5WUlDfRSoLAfcVSX1WnrxN","Dusk Till Dawn (feat. Sia) - Radio Edit","Dusk Till Dawn (feat. Sia) [Radio Edit]","ZAYN,Sia",2017-09-07,239000,77,spotify:user:bill9119,2024-01-06T14:20:55Z,"pop,uk pop,australian dance,australian pop",0.259,0.437,11,-6.589,0,0.0386,0.102,0.00000132,0.106,0.0951,180.042,4
3RiPr603aXAoi4GHyXx0uy,"4gzpq5DPGxSnKTe4SA8HAU","Hymn for the Weekend","A Head Full of Dreams","Coldplay",2015-12-04,258266,86,spotify:user:bill9119,2024-01-06T14:20:55Z,"permanent wave,pop",0.491,0.693,0,-6.487,0,0.0377,0.211,0.00000692,0.325,0.412,90.027,4
6Z8R6UsFuGXGtiIxiD8ISb,"4gwpcMTbLWtBUlOijbVpuu","Safe And Sound","In A Tidal Wave Of Mystery (Deluxe Edition)","Capital Cities",2013,192789,86,spotify:user:bill9119,2024-01-06T14:20:55Z,"metropopolis,modern rock",0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
5jE48hhRu8E6zBDPRSkEq7,"6JL8zeS1NmiOftqZTRgdTz","All About That Bass","Title (Deluxe)","Meghan Trainor",2015-01-09,187920,76,spotify:user:bill9119,2024-01-06T14:20:55Z,"hip pop,pop",0.807,0.887,9,-3.726,1,0.0503,0.0573,0.00000287,0.124,0.961,134.052,4
2fQxE0jVrjNMT9oJAXtSJR,"2gsggkzM5R49q6jpPvazou","Domino","Who You Are (Platinum Edition)","Jessie J",2011-01-01,231840,79,spotify:user:bill9119,2024-01-06T14:20:55Z,"dance pop,pop",0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,4
0nrRP2bk19rLc0orkWPQk2,"1vCWHaC5f2uS3yhpwWbIA6","Wake Me Up","True","Avicii",2013-01-01,247426,89,spotify:user:bill9119,2024-01-06T14:20:55Z,"dance pop,edm,pop,pop dance",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
6naxalmIoLFWR0siv8dnQQ,"26dSoYclwsYLMAKD3tpOr4","Oops!...I Did It Again","Oops!... I Did It Again","Britney Spears",2000-05-16,211160,82,spotify:user:bill9119,2024-01-06T14:20:55Z,"dance pop,pop",0.751,0.834,1,-5.444,0,0.0437,0.3,0.0000177,0.355,0.894,95.053,4
0qc4QlcCxVTGyShurEv1UU,"20gsENnposVs2I4rQ5kvrf,3SYnDj7btg9gFY7ps8m5d5","Post Malone (feat. RANI)","Magnets EP","Sam Feldt,RANI",2019-05-24,174444,67,spotify:user:bill9119,2024-01-06T14:20:55Z,"edm,pop dance,tropical house,dutch pop",0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,4
3BJe4B8zGnqEdQPMvfVjuS,"00FQb4jTyendYWaN8pK0wa","Summertime Sadness","Born To Die - The Paradise Edition","Lana Del Rey",2012-01-01,265427,87,spotify:user:bill9119,2024-01-06T14:20:55Z,"art pop,pop",0.565,0.654,1,-6.826,0,0.0335,0.0542,0.0000018,0.122,0.235,111.968,4
50kpGaPAhYJ3sGmk6vplg0,"1uNFoZAHBGtllmzznpCI3s","Love Yourself","Purpose (Deluxe)","Justin Bieber",2015-11-13,233720,87,spotify:user:bill9119,2024-01-06T14:20:55Z,"canadian pop,pop",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4
7BKLCZ1jbUBVqRi2FVlTVw,"69GGBxA162lTqCwzJG5jLp,26VFTg2z8YR0cCuwLzESi2","Closer","Closer","The Chainsmokers,Halsey",2016-07-29,244960,87,spotify:user:bill9119,2024-01-06T14:20:55Z,"pop,electropop,etherpop,indie poptimism",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
2Foc5Q5nqNiosCNqttzHof,"4tZwfgrHOc3mvqYlEYSvVi,2RdwBSPQiwcmiDo9kixcl8,3yDIp0kaq9EFKe07X1X2rz","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk,Pharrell Williams,Nile Rodgers",2013-04-19,248413,82,spotify:user:bill9119,2024-01-06T14:20:55Z,"electro,filter house,rock,dance pop,pop,disco",0.794,0.811,6,-8.966,0,0.038,0.0426,0.00000107,0.101,0.862,116.047,4
3U4isOIWM3VvDubwSI3y7a,"5y2Xq6xcjJb2jVM54GHK3t","All of Me","Love In The Future (Expanded Edition)","John Legend",2013-08-30,269560,88,spotify:user:bill9119,2024-01-06T14:20:55Z,"neo soul,pop,pop soul,urban contemporary",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
3hRV0jL3vUpRrcy398teAU,"6ltzsmQQbmdoHHbLZ4ZN25","The Night We Met","Strange Trails","Lord Huron",2015-04-06,208211,92,spotify:user:bill9119,2024-01-06T14:20:55Z,"indie folk,stomp and holler",0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3
5yDL13y5giogKs2fSNf7sj,"2NhdGz9EDv2FeUw6udu2g1","Glad You Came","Battleground (Deluxe Edition)","The Wanted",2011-01-01,197935,82,spotify:user:bill9119,2024-01-06T14:20:55Z,"boy band,dance pop,pop,post-teen pop",0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,4
